message,reaction
she threw the apple into the chest and shut it to .,anger
"the little boy now came in and the evil spirit in the wife made her say kindly to him "" my son will you have an apple ? "" but she gave him a wicked look .",anger
the thought came to her that she would kill him .,anger
"and as he bent over to do so the evil spirit urged her and crash ! down went the lid and off went the little boy "" s head .",surprise
"so little marleen went and said "" brother give me that apple "" but he did not say a word; then she gave him a box on the ear and his head rolled off .",surprise
"oh ! "" she said "" i have knocked off brother "" s head "" and then she wept and wept and nothing would stop her .",sadness
"what have you done ! "" said her mother "" but no one must know about it so you must keep silence; what is done can "" t be undone; we will make him into puddings .",anger
but marleen stood looking on and wept and wept and her tears fell into the pot so that there was no need of salt .,sadness
"presently the father came home and sat down to his dinner; he asked "" where is my son ?",surprise
the mother said nothing but gave him a large dish of black pudding and marleen still wept without ceasing .,sadness
what has he gone there for and he never even said goodbye to me !,anger
"i feel very unhappy about it "" said the husband "" in case it should not be all right and he ought to have said goodbye to me .",sadness
