message,reaction
"The horsemen would not believe him, and rode into the forest; there they found the giants swimming in their blood, and all round about lay the torn-up trees.",surprise
"""Softly, softly; it can""t be done as quickly as that,"" said he, and stood still and waited until the animal was quite close, and then sprang nimbly behind the tree.",joy
"""Now, I have got the bird,"" said the tailor, and came out from behind the tree and put the rope round its neck, and then with his axe he hewed the horn out of the tree, and when all was ready he led the beast away and took it to the king.",joy
"""Willingly,"" said the tailor, ""that is child""s play!""",joy
"When the boar perceived the tailor, it ran on him with foaming mouth and whetted tusks, and was about to throw him to the ground, but the hero fled and sprang into a chapel which was near and up to the window at once, and in one bound out again.",anger
"The boar ran after him, but the tailor ran round outside and shut the door behind it, and then the raging beast, which was much too heavy and awkward to leap out of the window, was caught.",anger
"The hero, however, went to the king, who was now, whether he liked it or not, obliged to keep his promise, and gave his daughter and the half of his kingdom.",sadness
"The wedding was held with great magnificence and small joy, and out of a tailor a king was made.",joy
"After some time the young queen heard her husband say in his dreams at night: ""Boy, make me the doublet, and patch the pantaloons, or else I will rap the yard-measure over your ears.""",anger
"Then she discovered in what state of life the young lord had been born, and next morning complained of her wrongs to her father, and begged him to help her to get rid of her husband, who was nothing else but a tailor.",sadness
"The king comforted her and said: ""Leave your bedroom door open this night, and my servants shall stand outside, and when he has fallen asleep shall go in, bind him, and take him on board a ship which shall carry him into the wide world.""",joy
"The woman was satisfied with this; but the king""s armour-bearer, who had heard all, was friendly with the young lord, and informed him of the whole plot.",joy
"""I""ll put a screw into that business,"" said the little tailor.",anger
"I killed two giants, I brought away one unicorn, and caught a wild boar, and am I to fear those who are standing outside the room.""",anger
This king once fell very ill--so ill that nobody thought he could live.,sadness
"His sons were very much grieved at their father""s sickness; and as they were walking together very mournfully in the garden of the palace, a little old man met them and asked what was the matter.",sadness
"They told him that their father was very ill, and that they were afraid nothing could save him.",sadness
"""I know what would,"" said the little old man; ""it is the Water of Life.",joy
"""I had rather die than place you in such great danger as you must meet with in your journey.""",anger
"But he begged so hard that the king let him go; and the prince thought to himself, ""If I bring my father this water, he will make me sole heir to his kingdom.""",joy
"""What is that to thee, you ugly imp?"" said the prince haughtily, and rode on.",anger
"But the dwarf was enraged at his behaviour, and laid a fairy spell of ill-luck upon him; so that as he rode on the mountain pass became narrower and narrower, and at last the way was so straitened that he could not go to step forward: and when he thought to have turned his horse round and go back the way he came, he heard a loud laugh ringing round him, and found that the path was closed behind him, so that he was shut in all round.",anger
"He next tried to get off his horse and make his way on foot, but again the laugh rang in his ears, and he found himself unable to move a step, and thus he was forced to abide spellbound.",surprise
"For he thought to himself, ""My brother is surely dead, and the kingdom will fall to me if I find the water.""",joy
"The king was at first very unwilling to let him go, but at last yielded to his wish.",anger
"So he set out and followed the same road which his brother had done, and met with the same elf, who stopped him at the same spot in the mountains, saying, as before, ""Prince, prince, whither so fast?""",surprise
"""Mind your own affairs, busybody!"" said the prince scornfully, and rode on.",anger
"When the second prince had thus been gone a long time, the youngest son said he would go and search for the Water of Life, and trusted he should soon be able to make his father well again.",joy
"And the prince said, ""I am going in search of the Water of Life, because my father is ill, and like to die: can you help me?",surprise
